timestamp,gpu_util,fb_used,fb_free,temperature,power_usage,energy_consumption
2025-08-31T23:43:30.658217,81.0,84242.0,11107.0,64.0,621.105,532099815611.0
2025-08-31T23:43:30.758195,81.0,84242.0,11107.0,63.0,582.782,532099847236.0
2025-08-31T23:43:30.858038,71.0,84242.0,11107.0,63.0,565.966,532099881999.0
2025-08-31T23:43:30.958182,71.0,84242.0,11107.0,62.0,536.954,532099921284.0
2025-08-31T23:43:31.058148,71.0,84242.0,11107.0,62.0,536.954,532099951795.0
2025-08-31T23:43:31.158220,72.0,84242.0,11107.0,65.0,500.175,532099951795.0
2025-08-31T23:43:31.258252,72.0,84242.0,11107.0,64.0,487.257,532099999082.0
2025-08-31T23:43:31.358241,86.0,84242.0,11107.0,66.0,458.614,532100049909.0
2025-08-31T23:43:31.458085,86.0,84242.0,11107.0,63.0,434.441,532100093285.0
2025-08-31T23:43:31.558282,83.0,84242.0,11107.0,61.0,396.644,532100172158.0
2025-08-31T23:43:31.658041,83.0,84242.0,11107.0,60.0,384.336,532100200886.0
2025-08-31T23:43:31.758173,86.0,84242.0,11107.0,59.0,378.499,532100229632.0
2025-08-31T23:43:31.858173,86.0,84242.0,11107.0,58.0,372.043,532100257238.0
2025-08-31T23:43:31.957998,92.0,84242.0,11107.0,58.0,364.903,532100283990.0
2025-08-31T23:43:32.058003,92.0,84242.0,11107.0,59.0,356.042,532100310679.0
2025-08-31T23:43:32.158181,78.0,84242.0,11107.0,62.0,349.422,532100346874.0
2025-08-31T23:43:32.258290,78.0,84242.0,11107.0,65.0,348.451,532100398394.0
2025-08-31T23:43:32.357735,88.0,84242.0,11107.0,66.0,361.732,532100455217.0
2025-08-31T23:43:32.458147,88.0,84242.0,11107.0,67.0,376.183,532100519110.0
2025-08-31T23:43:32.557966,93.0,84242.0,11107.0,67.0,409.502,532100584891.0
2025-08-31T23:43:32.658193,93.0,84242.0,11107.0,69.0,443.885,532100637343.0
2025-08-31T23:43:32.758266,88.0,84242.0,11107.0,69.0,482.705,532100704618.0
2025-08-31T23:43:32.858205,88.0,84242.0,11107.0,70.0,520.44,532100775015.0
2025-08-31T23:43:32.958218,100.0,84242.0,11107.0,70.0,571.821,532100841175.0
2025-08-31T23:43:33.058162,100.0,84242.0,11107.0,70.0,615.358,532100905341.0
2025-08-31T23:43:33.158184,100.0,84242.0,11107.0,70.0,615.358,532100965504.0
2025-08-31T23:43:33.258191,100.0,84242.0,11107.0,67.0,611.354,532100965504.0
2025-08-31T23:43:33.357999,100.0,84242.0,11107.0,64.0,586.424,532100996869.0
2025-08-31T23:43:33.457965,79.0,84242.0,11107.0,62.0,563.607,532101031402.0
2025-08-31T23:43:33.558061,79.0,84242.0,11107.0,63.0,529.693,532101098750.0
2025-08-31T23:43:33.658122,75.0,84242.0,11107.0,66.0,510.584,532101148004.0
2025-08-31T23:43:33.758140,75.0,84242.0,11107.0,65.0,508.599,532101201404.0
2025-08-31T23:43:33.858048,78.0,84242.0,11107.0,65.0,482.944,532101250994.0
2025-08-31T23:43:33.957982,78.0,84242.0,11107.0,64.0,461.924,532101291601.0
2025-08-31T23:43:34.058015,85.0,84242.0,11107.0,63.0,442.888,532101340021.0
2025-08-31T23:43:34.158130,85.0,84242.0,11107.0,61.0,409.08,532101371321.0
2025-08-31T23:43:34.258034,77.0,84242.0,11107.0,60.0,403.004,532101400645.0
2025-08-31T23:43:34.358061,77.0,84242.0,11107.0,59.0,400.152,532101429917.0
2025-08-31T23:43:34.458116,85.0,84242.0,11107.0,58.0,397.257,532101458222.0
2025-08-31T23:43:34.558124,85.0,84242.0,11107.0,58.0,390.43,532101486175.0
2025-08-31T23:43:34.657878,90.0,84242.0,11107.0,57.0,379.244,532101513871.0
2025-08-31T23:43:34.757947,90.0,84242.0,11107.0,56.0,345.719,532101539136.0
2025-08-31T23:43:34.858215,94.0,84242.0,11107.0,64.0,340.762,532101590623.0
2025-08-31T23:43:34.958110,94.0,84242.0,11107.0,65.0,350.14,532101647314.0
2025-08-31T23:43:35.058135,73.0,84242.0,11107.0,66.0,354.123,532101705291.0
2025-08-31T23:43:35.158177,73.0,84242.0,11107.0,67.0,374.138,532101705291.0
2025-08-31T23:43:35.257930,92.0,84242.0,11107.0,69.0,409.578,532101756440.0
2025-08-31T23:43:35.357996,92.0,84242.0,11107.0,69.0,447.872,532101823985.0
2025-08-31T23:43:35.458177,86.0,84242.0,11107.0,70.0,487.619,532101893496.0
2025-08-31T23:43:35.558214,86.0,84242.0,11107.0,70.0,544.323,532102036519.0
2025-08-31T23:43:35.658242,100.0,84242.0,11107.0,69.0,585.624,532102105151.0
2025-08-31T23:43:35.758293,100.0,84242.0,11107.0,70.0,631.684,532102167566.0
2025-08-31T23:43:35.858469,88.0,84242.0,11107.0,70.0,619.184,532102219973.0
2025-08-31T23:43:35.958205,88.0,84242.0,11107.0,64.0,596.196,532102250820.0
2025-08-31T23:43:36.058029,88.0,84242.0,11107.0,63.0,570.557,532102285776.0
2025-08-31T23:43:36.158121,77.0,84242.0,11107.0,62.0,555.484,532102318265.0
2025-08-31T23:43:36.258187,77.0,84242.0,11107.0,65.0,537.227,532102367808.0
2025-08-31T23:43:36.358202,80.0,84242.0,11107.0,62.0,518.044,532102409700.0
2025-08-31T23:43:36.458074,81.0,84242.0,11107.0,67.0,496.887,532102469401.0
2025-08-31T23:43:36.558080,81.0,84242.0,11107.0,66.0,468.179,532102517795.0
2025-08-31T23:43:36.658104,81.0,84242.0,11107.0,64.0,437.278,532102560809.0
2025-08-31T23:43:36.758070,81.0,84242.0,11107.0,61.0,409.473,532102592066.0
2025-08-31T23:43:36.858160,85.0,84242.0,11107.0,60.0,399.814,532102621438.0
2025-08-31T23:43:36.958007,85.0,84242.0,11107.0,60.0,399.814,532102621438.0
2025-08-31T23:43:37.057521,85.0,84242.0,11107.0,59.0,394.365,532102650653.0
2025-08-31T23:43:37.158029,89.0,84242.0,11107.0,59.0,388.05,532102678607.0
2025-08-31T23:43:37.258208,89.0,84242.0,11107.0,64.0,377.558,532102756970.0
2025-08-31T23:43:37.358170,73.0,84242.0,11107.0,66.0,400.449,532102815894.0
2025-08-31T23:43:37.458236,73.0,84242.0,11107.0,67.0,399.263,532102873757.0
2025-08-31T23:43:37.558303,92.0,84242.0,11107.0,68.0,415.935,532102939947.0
2025-08-31T23:43:37.658248,92.0,84242.0,11107.0,64.0,439.752,532103003660.0
2025-08-31T23:43:37.758253,89.0,84242.0,11107.0,68.0,462.149,532103061704.0
2025-08-31T23:43:37.858229,89.0,84242.0,11107.0,70.0,496.744,532103129048.0
2025-08-31T23:43:37.958204,100.0,84242.0,11107.0,69.0,538.694,532103198001.0
2025-08-31T23:43:38.058235,100.0,84242.0,11107.0,70.0,570.972,532103266096.0
2025-08-31T23:43:38.158257,100.0,84242.0,11107.0,70.0,611.058,532103333362.0
2025-08-31T23:43:38.258228,100.0,84242.0,11107.0,67.0,613.1,532103376257.0
2025-08-31T23:43:38.358163,87.0,84242.0,11107.0,64.0,584.731,532103409316.0
2025-08-31T23:43:38.458231,87.0,84242.0,11107.0,63.0,562.64,532103443274.0
2025-08-31T23:43:38.558113,78.0,84242.0,11107.0,63.0,532.776,532103479492.0
2025-08-31T23:43:38.657995,78.0,84242.0,11107.0,63.0,515.025,532103524386.0
2025-08-31T23:43:38.757999,79.0,84242.0,11107.0,67.0,509.858,532103579682.0
2025-08-31T23:43:38.858027,79.0,84242.0,11107.0,66.0,488.066,532103579682.0
2025-08-31T23:43:38.958094,80.0,84242.0,11107.0,64.0,461.567,532103621932.0
2025-08-31T23:43:39.058000,80.0,84242.0,11107.0,66.0,454.721,532103665003.0
2025-08-31T23:43:39.158153,82.0,84242.0,11107.0,62.0,420.65,532103721862.0
2025-08-31T23:43:39.258052,82.0,84242.0,11107.0,61.0,406.654,532103783512.0
2025-08-31T23:43:39.358140,82.0,84242.0,11107.0,60.0,403.614,532103812601.0
2025-08-31T23:43:39.458105,84.0,84242.0,11107.0,59.0,398.633,532103842171.0
2025-08-31T23:43:39.558201,90.0,84242.0,11107.0,58.0,385.096,532103868882.0
2025-08-31T23:43:39.658221,90.0,84242.0,11107.0,58.0,363.254,532103896087.0
2025-08-31T23:43:39.758283,90.0,84242.0,11107.0,57.0,342.248,532103923608.0
2025-08-31T23:43:39.858235,94.0,84242.0,11107.0,57.0,326.436,532103951223.0
2025-08-31T23:43:39.958006,94.0,84242.0,11107.0,57.0,304.239,532103979003.0
2025-08-31T23:43:40.058199,94.0,84242.0,11107.0,56.0,284.052,532104003725.0
2025-08-31T23:43:40.158227,94.0,84242.0,11107.0,62.0,302.806,532104052687.0
2025-08-31T23:43:40.258186,74.0,84242.0,11107.0,64.0,325.292,532104104974.0
2025-08-31T23:43:40.358158,74.0,84242.0,11107.0,61.0,344.839,532104145466.0
2025-08-31T23:43:40.458218,86.0,84242.0,11107.0,65.0,392.918,532104207297.0
2025-08-31T23:43:40.558195,86.0,84242.0,11107.0,67.0,428.168,532104276452.0
2025-08-31T23:43:40.658197,83.0,84242.0,11107.0,67.0,465.796,532104341487.0
2025-08-31T23:43:40.758206,83.0,84242.0,11107.0,68.0,513.139,532104406416.0
2025-08-31T23:43:40.858219,83.0,84242.0,11107.0,68.0,513.139,532104475955.0
2025-08-31T23:43:40.958125,100.0,84242.0,11107.0,69.0,557.08,532104543260.0
2025-08-31T23:43:41.058256,100.0,84242.0,11107.0,66.0,584.045,532104543260.0
2025-08-31T23:43:41.158234,94.0,84242.0,11107.0,69.0,612.592,532104603357.0
2025-08-31T23:43:41.258052,81.0,84242.0,11107.0,65.0,596.423,532104697707.0
2025-08-31T23:43:41.358190,81.0,84242.0,11107.0,63.0,578.807,532104731511.0
2025-08-31T23:43:41.458073,76.0,84242.0,11107.0,62.0,556.908,532104763699.0
2025-08-31T23:43:41.558178,76.0,84242.0,11107.0,63.0,523.102,532104799428.0
2025-08-31T23:43:41.658207,80.0,84242.0,11107.0,64.0,514.386,532104852472.0
2025-08-31T23:43:41.758160,80.0,84242.0,11107.0,63.0,488.582,532104895264.0
2025-08-31T23:43:41.858108,75.0,84242.0,11107.0,63.0,467.457,532104939971.0
2025-08-31T23:43:41.958132,75.0,84242.0,11107.0,64.0,455.131,532104997676.0
2025-08-31T23:43:42.058048,87.0,84242.0,11107.0,61.0,440.74,532105040557.0
2025-08-31T23:43:42.158074,87.0,84242.0,11107.0,60.0,406.476,532105069943.0
2025-08-31T23:43:42.258025,87.0,84242.0,11107.0,59.0,401.207,532105099486.0
2025-08-31T23:43:42.358035,87.0,84242.0,11107.0,59.0,397.481,532105129444.0
2025-08-31T23:43:42.458200,91.0,84242.0,11107.0,57.0,392.667,532105157407.0
2025-08-31T23:43:42.558175,91.0,84242.0,11107.0,63.0,382.719,532105182633.0
2025-08-31T23:43:42.658176,70.0,84242.0,11107.0,64.0,386.844,532105238603.0
2025-08-31T23:43:42.758183,70.0,84242.0,11107.0,64.0,386.844,532105288900.0
2025-08-31T23:43:42.858191,70.0,84242.0,11107.0,66.0,395.837,532105353750.0
2025-08-31T23:43:42.958175,93.0,84242.0,11107.0,65.0,416.108,532105353750.0
2025-08-31T23:43:43.058144,93.0,84242.0,11107.0,68.0,414.561,532105403175.0
2025-08-31T23:43:43.158198,86.0,84242.0,11107.0,69.0,449.512,532105475585.0
2025-08-31T23:43:43.257898,86.0,84242.0,11107.0,70.0,494.743,532105547498.0
2025-08-31T23:43:43.357934,100.0,84242.0,11107.0,70.0,541.405,532105685904.0
2025-08-31T23:43:43.458212,100.0,84242.0,11107.0,70.0,585.567,532105754757.0
2025-08-31T23:43:43.558173,100.0,84242.0,11107.0,70.0,631.892,532105823268.0
2025-08-31T23:43:43.657593,100.0,84242.0,11107.0,66.0,646.8,532105873992.0
2025-08-31T23:43:43.757545,89.0,84242.0,11107.0,64.0,624.962,532105908423.0
2025-08-31T23:43:43.858052,89.0,84242.0,11107.0,63.0,583.776,532105945370.0
2025-08-31T23:43:43.958111,75.0,84242.0,11107.0,64.0,560.685,532105978898.0
2025-08-31T23:43:44.058300,75.0,84242.0,11107.0,64.0,527.829,532106019657.0
2025-08-31T23:43:44.158307,74.0,84242.0,11107.0,64.0,508.182,532106060443.0
2025-08-31T23:43:44.258162,74.0,84242.0,11107.0,66.0,495.531,532106114233.0
2025-08-31T23:43:44.358052,74.0,84242.0,11107.0,66.0,495.531,532106114233.0
2025-08-31T23:43:44.458069,79.0,84242.0,11107.0,68.0,483.912,532106175242.0
2025-08-31T23:43:44.558040,82.0,84242.0,11107.0,63.0,445.544,532106218509.0
2025-08-31T23:43:44.658083,82.0,84242.0,11107.0,61.0,413.081,532106251563.0
2025-08-31T23:43:44.758134,84.0,84242.0,11107.0,60.0,406.654,532106309461.0
2025-08-31T23:43:44.858004,84.0,84242.0,11107.0,59.0,401.333,532106338737.0
2025-08-31T23:43:44.958067,91.0,84242.0,11107.0,59.0,391.88,532106364387.0
2025-08-31T23:43:45.058248,91.0,84242.0,11107.0,63.0,389.442,532106409155.0
2025-08-31T23:43:45.158166,71.0,84242.0,11107.0,65.0,402.63,532106460223.0
2025-08-31T23:43:45.258232,71.0,84242.0,11107.0,67.0,410.567,532106523435.0
2025-08-31T23:43:45.358223,93.0,84242.0,11107.0,67.0,417.006,532106583691.0
2025-08-31T23:43:45.458179,93.0,84242.0,11107.0,69.0,432.602,532106648436.0
2025-08-31T23:43:45.558231,87.0,84242.0,11107.0,69.0,470.25,532106720684.0
2025-08-31T23:43:45.658198,87.0,84242.0,11107.0,69.0,520.013,532106791509.0
2025-08-31T23:43:45.758280,100.0,84242.0,11107.0,68.0,551.12,532106854977.0
2025-08-31T23:43:45.857531,100.0,84242.0,11107.0,70.0,589.639,532106919983.0
2025-08-31T23:43:45.957520,100.0,84242.0,11107.0,70.0,626.429,532106985108.0
2025-08-31T23:43:46.058152,100.0,84242.0,11107.0,70.0,622.975,532107043667.0
2025-08-31T23:43:46.158253,92.0,84242.0,11107.0,64.0,602.288,532107077718.0
2025-08-31T23:43:46.258024,92.0,84242.0,11107.0,63.0,572.322,532107077718.0
2025-08-31T23:43:46.358167,92.0,84242.0,11107.0,62.0,572.322,532107112127.0
2025-08-31T23:43:46.458130,77.0,84242.0,11107.0,63.0,545.191,532107187112.0
