timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/08/05 17:39:30.216, 0 %, 0 %, 46
2025/08/05 17:39:35.216, 0 %, 0 %, 46
2025/08/05 17:39:40.217, 0 %, 0 %, 46
2025/08/05 17:39:45.217, 0 %, 0 %, 46
2025/08/05 17:39:50.218, 0 %, 0 %, 46
2025/08/05 17:39:55.218, 0 %, 0 %, 46
2025/08/05 17:40:00.218, 0 %, 0 %, 46
2025/08/05 17:40:05.219, 0 %, 0 %, 46
2025/08/05 17:40:10.219, 0 %, 0 %, 46
2025/08/05 17:40:15.220, 0 %, 0 %, 46
2025/08/05 17:40:20.220, 0 %, 0 %, 46
2025/08/05 17:40:25.221, 0 %, 0 %, 46
2025/08/05 17:40:30.221, 0 %, 0 %, 46
2025/08/05 17:40:35.222, 0 %, 0 %, 46
2025/08/05 17:40:40.222, 0 %, 0 %, 46
2025/08/05 17:40:45.223, 0 %, 0 %, 46
2025/08/05 17:40:50.223, 0 %, 0 %, 46
2025/08/05 17:40:55.224, 0 %, 0 %, 46
2025/08/05 17:41:00.224, 0 %, 0 %, 46
2025/08/05 17:41:05.224, 0 %, 0 %, 46
2025/08/05 17:41:10.225, 0 %, 0 %, 46
2025/08/05 17:41:15.225, 0 %, 0 %, 46
2025/08/05 17:41:20.226, 0 %, 0 %, 46
2025/08/05 17:41:25.226, 0 %, 0 %, 46
2025/08/05 17:41:30.227, 0 %, 0 %, 46
2025/08/05 17:41:35.227, 0 %, 0 %, 46
2025/08/05 17:41:40.228, 0 %, 0 %, 46
2025/08/05 17:41:45.228, 0 %, 0 %, 46
2025/08/05 17:41:50.229, 0 %, 0 %, 46
2025/08/05 17:41:55.229, 0 %, 0 %, 46
2025/08/05 17:42:00.230, 0 %, 0 %, 46
2025/08/05 17:42:05.230, 0 %, 0 %, 46
2025/08/05 17:42:10.231, 0 %, 0 %, 46
2025/08/05 17:42:15.231, 0 %, 0 %, 46
2025/08/05 17:42:20.231, 0 %, 0 %, 46
2025/08/05 17:42:25.232, 0 %, 0 %, 46
2025/08/05 17:42:30.232, 0 %, 0 %, 46
2025/08/05 17:42:35.233, 0 %, 0 %, 46
2025/08/05 17:42:40.233, 0 %, 0 %, 46
2025/08/05 17:42:45.234, 0 %, 0 %, 46
2025/08/05 17:42:50.234, 0 %, 0 %, 46
2025/08/05 17:42:55.235, 0 %, 0 %, 46
2025/08/05 17:43:00.235, 0 %, 0 %, 46
2025/08/05 17:43:05.236, 0 %, 0 %, 46
2025/08/05 17:43:10.236, 0 %, 0 %, 46
2025/08/05 17:43:15.237, 0 %, 0 %, 46
2025/08/05 17:43:20.237, 0 %, 0 %, 46
2025/08/05 17:43:25.238, 0 %, 0 %, 46
2025/08/05 17:43:30.238, 0 %, 0 %, 46
2025/08/05 17:43:35.239, 0 %, 0 %, 46
2025/08/05 17:43:40.239, 0 %, 0 %, 46
2025/08/05 17:43:45.240, 0 %, 0 %, 46
2025/08/05 17:43:50.240, 0 %, 0 %, 46
2025/08/05 17:43:55.241, 0 %, 0 %, 46
2025/08/05 17:44:00.241, 0 %, 0 %, 46
2025/08/05 17:44:05.241, 0 %, 0 %, 46
2025/08/05 17:44:10.242, 0 %, 0 %, 46
2025/08/05 17:44:15.242, 0 %, 0 %, 46
2025/08/05 17:44:20.243, 0 %, 0 %, 46
2025/08/05 17:44:25.243, 0 %, 0 %, 46
